timestamp_utc,allsky_sfc_sw_dwn,allsky_sfc_sw_dni,t2m_benban,clrsky_sfc_sw_dwn,ws10m,ws50m,wd50m,t2m_suez,hour_of_day,month,day_of_year,ws100m,solar_pred_mw,wind_pred_mw,total_pred_mw,national_demand_mw,local_headroom_mw,surplus_mw
2025-01-01 00:00:00,0.0,0.0,9.43,0.0,5.9,7.7,359.7,15.7,0,1,1,8.484669392249902,9.687643,171.12749,180.81512,18000.0,1620.0,0.0
2025-01-01 01:00:00,0.0,0.0,8.98,0.0,6.27,8.22,1.1,15.51,1,1,1,9.05766005250574,7.9547524,226.43405,234.38881,18000.0,1620.0,0.0
2025-01-01 02:00:00,0.0,0.0,8.43,0.0,6.53,8.58,1.2,15.32,2,1,1,9.45434589422132,9.61766,276.13464,285.7523,18000.0,1620.0,0.0
2025-01-01 03:00:00,0.0,0.0,7.8,0.0,6.62,8.71,3.8,15.08,3,1,1,9.59759355928528,11.078421,298.79797,309.8764,18000.0,1620.0,0.0
2025-01-01 04:00:00,0.0,0.0,7.29,0.0,6.54,8.59,7.2,14.82,4,1,1,9.465364945380086,10.691384,276.99487,287.68625,18000.0,1620.0,0.0
2025-01-01 05:00:00,0.0,0.0,6.95,0.0,6.26,8.21,8.8,14.57,5,1,1,9.046641001346975,9.905754,225.44412,235.34988,18000.0,1620.0,0.0
2025-01-01 06:00:00,5.62,2.45,6.87,5.62,5.94,7.73,10.6,14.38,6,1,1,8.517726545726202,22.897583,170.16638,193.06396,20396.28020337197,1835.6652183034773,0.0
2025-01-01 07:00:00,134.6,342.24,8.07,135.57,5.61,7.04,12.8,15.34,7,1,1,7.757412015771339,307.36176,110.60992,417.97168,21040.95295980099,1893.685766382089,0.0
2025-01-01 08:00:00,346.42,640.07,10.66,348.05,5.7,6.28,14.5,16.5,8,1,1,6.919964127705115,764.463,63.058296,827.5213,21257.3304422181,1913.1597397996288,0.0
2025-01-01 09:00:00,531.92,787.08,14.83,533.25,5.32,5.73,8.8,17.33,9,1,1,6.31391631397298,1174.5408,38.100456,1212.6412,23102.491891767568,2079.224270259081,0.0
2025-01-01 10:00:00,658.75,837.21,17.24,664.75,5.18,5.56,0.7,18.16,10,1,1,6.126592444273955,1461.4274,27.532711,1488.9601,23092.302815638282,2078.3072534074454,0.0
2025-01-01 11:00:00,710.7,753.03,18.73,717.3,5.24,5.59,353.2,18.91,11,1,1,6.159649597750254,1567.3499,35.76263,1603.1124,23589.955279555194,2123.0959751599676,0.0
2025-01-01 12:00:00,706.58,756.61,19.79,710.4,5.81,6.2,342.4,19.54,12,1,1,6.831811718434986,1566.4314,57.906364,1624.3378,24326.479768218887,2189.3831791396997,0.0
2025-01-01 13:00:00,624.08,717.04,20.45,631.95,6.5,7.01,338.6,20.0,13,1,1,7.724354862295041,1376.7096,106.51412,1483.2238,22431.91488668516,2018.8723398016643,0.0
2025-01-01 14:00:00,480.75,649.18,20.58,487.45,6.97,7.63,338.5,20.25,14,1,1,8.40753603413854,1048.3438,164.97284,1213.3167,22083.102703877827,1987.4792433490043,0.0
2025-01-01 15:00:00,290.77,512.81,20.07,294.45,7.28,8.13,339.2,20.26,15,1,1,8.958488592076845,638.2586,216.81512,855.0737,22218.61383350602,1999.6752450155418,0.0
2025-01-01 16:00:00,89.57,164.46,17.3,90.12,7.09,8.71,340.2,19.55,16,1,1,9.59759355928528,186.20691,297.489,483.69592,20822.64505469852,1874.0380549228669,0.0
2025-01-01 17:00:00,0.0,0.0,13.9,0.0,7.27,9.43,343.1,18.38,17,1,1,10.39096524271644,9.112831,412.44055,421.55338,20678.403042554884,1861.0562738299395,0.0
2025-01-01 18:00:00,0.0,0.0,13.15,0.0,7.56,9.72,351.9,17.86,18,1,1,10.710517726320656,8.846933,476.92538,485.7723,18406.49069054909,1656.584162149418,0.0
2025-01-01 19:00:00,0.0,0.0,12.63,0.0,7.43,9.6,5.6,17.26,19,1,1,10.578289112415462,8.912662,449.25018,458.16284,18000.0,1620.0,0.0
2025-01-01 20:00:00,0.0,0.0,12.03,0.0,7.2,9.43,23.0,16.72,20,1,1,10.39096524271644,8.912662,413.37683,422.2895,18000.0,1620.0,0.0
2025-01-01 21:00:00,0.0,0.0,11.25,0.0,6.64,8.69,31.8,16.15,21,1,1,9.575555456967749,8.912662,291.97086,300.8835,18000.0,1620.0,0.0
2025-01-01 22:00:00,0.0,0.0,10.24,0.0,5.96,7.62,34.6,15.53,22,1,1,8.396516982979774,9.2213,160.41904,169.64034,18000.0,1620.0,0.0
2025-01-01 23:00:00,0.0,0.0,9.27,0.0,5.29,6.59,37.4,15.02,23,1,1,7.261554713626864,9.162651,80.42575,89.5884,18000.0,1620.0,0.0
2025-01-02 00:00:00,0.0,0.0,8.51,0.0,4.59,5.58,40.5,14.69,0,1,2,6.148630546591488,8.115402,29.608887,37.72429,18000.0,1620.0,0.0
2025-01-02 01:00:00,0.0,0.0,7.86,0.0,3.92,4.65,45.9,14.61,1,1,2,5.12385878882624,9.242571,12.961203,22.203773,18000.0,1620.0,0.0
2025-01-02 02:00:00,0.0,0.0,7.34,0.0,3.18,3.68,49.9,14.71,2,1,2,4.055010826425927,8.964873,5.9725933,14.937467,18000.0,1620.0,0.0
2025-01-02 03:00:00,0.0,0.0,6.98,0.0,2.43,2.76,54.8,14.92,3,1,2,3.041258119819445,9.352419,5.177663,14.530082,18000.0,1620.0,0.0
2025-01-02 04:00:00,0.0,0.0,6.75,0.0,1.72,1.93,69.7,15.1,4,1,2,2.126676873641858,8.783548,4.447122,13.230671,18000.0,1620.0,0.0
2025-01-02 05:00:00,0.0,0.0,6.66,0.0,0.87,0.93,75.7,15.2,5,1,2,1.024771757765248,9.905754,3.3011522,13.206906,18000.0,1620.0,0.0
2025-01-02 06:00:00,5.93,19.06,6.57,6.0,0.21,0.15,11.3,15.13,6,1,2,0.1652857673814916,21.635601,3.343307,24.978909,18674.03197918196,1680.6628781263764,0.0
2025-01-02 07:00:00,140.85,461.26,8.76,143.1,0.52,0.7,262.6,15.5,7,1,2,0.7713335811136274,341.64777,3.0938368,344.7416,21931.31504208523,1973.8183537876705,0.0
2025-01-02 08:00:00,351.85,723.78,11.4,355.0,1.25,1.37,264.5,16.76,8,1,2,1.5096100087509567,781.2737,2.9559755,784.2297,21644.59948917513,1948.0139540257614,0.0
2025-01-02 09:00:00,534.97,827.46,15.32,537.97,2.02,2.12,261.0,17.46,9,1,2,2.3360388456584147,1183.4698,3.7965107,1187.2664,21844.762431733496,1966.0286188560146,0.0
2025-01-02 10:00:00,665.5,908.18,19.21,668.05,2.49,2.56,268.4,18.2,10,1,2,2.8208770966441232,1489.086,4.267803,1493.3539,24143.560217570222,2172.92041958132,0.0
2025-01-02 11:00:00,714.85,824.01,21.06,717.05,2.31,2.36,280.7,18.89,11,1,2,2.600496073468801,1577.9022,5.0208406,1582.9231,23008.351480434,2070.75163323906,0.0
2025-01-02 12:00:00,708.47,823.52,22.44,710.35,1.97,2.01,292.2,19.46,12,1,2,2.214829282911987,1567.9618,5.255822,1573.2177,24322.48814496928,2189.023933047235,0.0
2025-01-02 13:00:00,630.9,782.61,23.3,631.72,1.93,1.96,307.3,19.9,13,1,2,2.159734027118157,1387.1752,5.1769056,1392.352,22417.290301306995,2017.5561271176296,0.0
2025-01-02 14:00:00,488.08,707.98,23.56,489.02,2.22,2.27,322.3,20.09,14,1,2,2.5013246130399063,1068.8848,5.317223,1074.202,22422.975448768928,2018.0677903892035,0.0
2025-01-02 15:00:00,296.5,563.98,23.08,297.35,2.69,2.82,333.3,19.9,15,1,2,3.107372426772042,658.9092,5.2556562,664.16486,22848.420163593513,2056.357814723416,0.0
2025-01-02 16:00:00,94.97,232.88,19.45,95.3,2.84,3.45,340.2,18.74,16,1,2,3.801572649774307,210.14746,5.5271454,215.6746,22246.170532961805,2002.1553479665624,0.0
2025-01-02 17:00:00,0.0,0.0,16.07,0.0,3.28,3.93,339.8,17.64,17,1,2,4.33048710539508,8.678215,4.9136667,13.591882,20586.58711943006,1852.7928407487052,0.0
2025-01-02 18:00:00,0.0,0.0,15.0,0.0,3.52,4.19,333.4,17.5,18,1,2,4.616982435522999,8.412316,5.7791834,14.1915,19062.878643054883,1715.6590778749394,0.0
2025-01-02 19:00:00,0.0,0.0,14.2,0.0,3.51,4.16,329.1,17.46,19,1,2,4.5839252820467005,8.846933,6.5422525,15.389186,18000.0,1620.0,0.0
2025-01-02 20:00:00,0.0,0.0,13.36,0.0,3.15,3.73,329.7,17.42,20,1,2,4.110106082219758,8.846933,4.8554854,13.702419,18000.0,1620.0,0.0
2025-01-02 21:00:00,0.0,0.0,12.33,0.0,2.61,3.07,330.3,17.32,21,1,2,3.3828487057411945,8.912662,4.7700715,13.682734,18000.0,1620.0,0.0
2025-01-02 22:00:00,0.0,0.0,11.21,0.0,2.04,2.41,327.7,17.18,22,1,2,2.655591329262632,8.912662,4.103509,13.0161705,18000.0,1620.0,0.0
2025-01-02 23:00:00,0.0,0.0,10.21,0.0,1.61,1.91,315.8,17.07,23,1,2,2.104638771324326,8.924501,2.6806746,11.605176,18000.0,1620.0,0.0
2025-01-03 00:00:00,0.0,0.0,9.4,0.0,1.24,1.44,298.7,16.95,0,1,3,1.5867433668623192,9.687643,3.9994318,13.687075,18000.0,1620.0,0.0
2025-01-03 01:00:00,0.0,0.0,8.78,0.0,1.01,1.12,269.5,16.86,1,1,3,1.234133729781804,7.9547524,4.958998,12.913751,18000.0,1620.0,0.0
2025-01-03 02:00:00,0.0,0.0,8.24,0.0,1.03,1.13,244.8,16.71,2,1,3,1.24515278094057,9.61766,4.6070204,14.22468,18000.0,1620.0,0.0
2025-01-03 03:00:00,0.0,0.0,7.71,0.0,0.93,1.01,229.4,16.61,3,1,3,1.1129241670353769,11.078421,4.3705454,15.448966,18000.0,1620.0,0.0
2025-01-03 04:00:00,0.0,0.0,7.21,0.0,0.81,0.95,194.6,16.58,4,1,3,1.04680986008278,8.783548,4.0219707,12.805519,18000.0,1620.0,0.0
2025-01-03 05:00:00,0.0,0.0,6.78,0.0,0.85,1.04,170.6,16.69,5,1,3,1.1459813205116751,9.905754,3.8232446,13.728998,18374.862274451047,1653.7376047005941,0.0
2025-01-03 06:00:00,5.62,9.92,6.51,5.68,0.73,0.91,163.4,16.79,6,1,3,1.0027336554477158,27.793922,3.057842,30.851765,20004.416086887715,1800.3974478198943,0.0
2025-01-03 07:00:00,134.75,381.88,9.18,138.9,0.54,0.67,171.4,17.17,7,1,3,0.7382764276373291,304.44443,3.201757,307.64618,21218.73578969652,1909.6862210726865,0.0
2025-01-03 08:00:00,339.3,649.88,11.79,350.65,0.5,0.58,194.0,17.85,8,1,3,0.6391049672084341,744.3089,3.7980058,748.10693,21008.242450312846,1890.741820528156,0.0
2025-01-03 09:00:00,516.95,772.24,15.55,535.38,0.56,0.7,192.4,18.71,9,1,3,0.7713335811136274,1137.8925,4.5765233,1142.469,22467.78047414272,2022.1002426728448,0.0
2025-01-03 10:00:00,643.12,836.93,19.05,667.97,0.35,0.26,272.2,19.53,10,1,3,0.2864953301279188,1442.3778,5.069115,1447.4469,23774.754232936,2139.72788096424,0.0
2025-01-03 11:00:00,696.38,767.29,21.46,726.6,1.32,1.24,325.2,20.08,11,1,3,1.3663623436869972,1554.1511,4.843824,1558.995,24789.681702034184,2231.0713531830766,0.0
2025-01-03 12:00:00,687.05,784.14,23.18,721.42,2.05,2.04,331.3,20.35,12,1,3,2.247886436388286,1528.502,5.269482,1533.7715,23796.277078614723,2141.664937075325,0.0
2025-01-03 13:00:00,619.4,703.04,24.29,643.0,2.8,2.87,340.4,20.33,13,1,3,3.1624676825658726,1368.1958,5.317223,1373.5131,23860.718419005243,2147.464657710472,0.0
2025-01-03 14:00:00,469.65,657.01,24.72,499.58,3.43,3.58,345.8,20.23,14,1,3,3.944820314838266,1033.5779,5.2144494,1038.7924,22624.67550860833,2036.2207957747496,0.0
2025-01-03 15:00:00,289.15,487.68,24.24,306.15,3.98,4.27,345.8,19.9,15,1,3,4.705134844793127,636.9391,7.2226486,644.16174,21758.18507555916,1958.2366568003242,0.0
2025-01-03 16:00:00,95.78,225.69,20.21,100.22,3.9,4.85,345.3,19.03,16,1,3,5.344239812001561,209.9723,14.64477,224.61708,22329.637126806316,2009.6673414125682,0.0
2025-01-03 17:00:00,0.0,0.0,17.11,0.0,4.32,5.51,343.8,18.33,17,1,3,6.071497188480125,10.400473,26.37009,36.77056,21558.70371726022,1940.2833345534198,0.0
2025-01-03 18:00:00,0.0,0.0,16.16,0.0,4.62,5.89,342.1,18.2,18,1,3,6.490221132513237,8.412316,42.699512,51.111828,19122.00837162669,1720.9807534464019,0.0
2025-01-03 19:00:00,0.0,0.0,15.4,0.0,4.49,5.66,338.6,17.97,19,1,3,6.236782955861616,8.412316,35.82734,44.239655,18688.34756169197,1681.9512805522775,0.0
2025-01-03 20:00:00,0.0,0.0,14.4,0.0,4.18,5.17,332.8,17.59,20,1,3,5.696849449082077,8.412316,18.582115,26.99443,18000.0,1620.0,0.0
2025-01-03 21:00:00,0.0,0.0,13.23,0.0,3.65,4.48,327.5,17.39,21,1,3,4.936534919127216,8.846933,7.954932,16.801865,18000.0,1620.0,0.0
2025-01-03 22:00:00,0.0,0.0,12.21,0.0,3.06,3.76,316.9,17.35,22,1,3,4.143163235696056,8.912662,4.389644,13.302305,18000.0,1620.0,0.0
2025-01-03 23:00:00,0.0,0.0,11.49,0.0,2.97,3.59,298.3,17.1,23,1,3,3.955839365997032,8.912662,2.86564,11.778301,18000.0,1620.0,0.0
2025-01-04 00:00:00,0.0,0.0,10.76,0.0,3.13,3.7,283.9,16.7,0,1,4,4.07704892874346,8.425623,7.4315357,15.857159,18000.0,1620.0,0.0
2025-01-04 01:00:00,0.0,0.0,10.08,0.0,3.04,3.51,277.0,16.36,1,1,4,3.867686956726903,8.546388,7.148825,15.695213,18000.0,1620.0,0.0
2025-01-04 02:00:00,0.0,0.0,9.61,0.0,2.65,2.99,273.1,16.3,2,1,4,3.294696296471066,8.441344,5.1174126,13.558757,18000.0,1620.0,0.0
2025-01-04 03:00:00,0.0,0.0,9.21,0.0,2.33,2.58,269.8,16.4,3,1,4,2.842915198961656,8.640738,4.8087616,13.449499,18000.0,1620.0,0.0
2025-01-04 04:00:00,0.0,0.0,8.81,0.0,1.96,2.14,264.1,16.55,4,1,4,2.358076947975947,9.130247,4.491768,13.622015,18000.0,1620.0,0.0
2025-01-04 05:00:00,0.0,0.0,8.51,0.0,1.89,2.08,256.1,16.5,5,1,4,2.2919626410233502,10.2952385,4.1454387,14.440678,18000.0,1620.0,0.0
2025-01-04 06:00:00,5.47,7.27,8.31,5.47,1.81,2.0,250.1,16.47,6,1,4,2.2038102317532213,26.589752,4.2943397,30.884092,19278.96899529927,1735.1072095769343,0.0
2025-01-04 07:00:00,136.02,383.94,9.84,136.55,1.59,1.78,246.5,16.7,7,1,4,1.961391106260367,280.64224,4.2030535,284.8453,18909.600467902757,1701.8640421112482,0.0
2025-01-04 08:00:00,347.77,655.92,12.24,348.62,1.29,1.45,245.6,17.28,8,1,4,1.5977624180210854,768.5321,3.9364843,772.46857,21529.82286380086,1937.6840577420771,0.0
2025-01-04 09:00:00,533.67,788.19,15.35,534.47,1.16,1.13,247.5,17.87,9,1,4,1.24515278094057,1189.5764,3.945609,1193.522,23026.784337213005,2072.4105903491704,0.0
2025-01-04 10:00:00,666.4,848.24,18.21,667.03,0.73,0.77,235.1,18.54,10,1,4,0.8484669392249903,1482.6655,3.6934175,1486.3589,24718.002628786275,2224.6202365907648,0.0
2025-01-04 11:00:00,732.17,880.09,20.94,732.62,0.43,0.55,209.4,19.23,11,1,4,0.6060478137321359,1620.4524,5.069115,1625.5215,23620.573330897292,2125.8515997807563,0.0
2025-01-04 12:00:00,727.2,873.86,23.15,727.53,0.67,0.82,170.9,19.91,12,1,4,0.9035621950188208,1600.3011,4.8794823,1605.1807,23558.76549175632,2120.2888942580685,0.0
2025-01-04 13:00:00,648.88,827.78,24.82,649.47,1.15,1.33,153.6,20.49,13,1,4,1.4655338041158923,1435.061,4.9720592,1440.0331,23633.78387064858,2127.0405483583722,0.0
2025-01-04 14:00:00,503.48,745.09,25.74,504.33,1.71,2.03,145.2,20.92,14,1,4,2.23686738522952,1114.4432,5.0800424,1119.5233,24268.00908715472,2184.1208178439247,0.0
2025-01-04 15:00:00,310.23,604.83,25.39,311.1,1.98,2.63,136.8,20.98,15,1,4,2.898010454755486,691.36426,5.373412,696.7377,23004.095167731353,2070.368565095822,0.0
2025-01-04 16:00:00,104.15,266.58,22.87,104.55,2.23,3.25,133.9,20.17,16,1,4,3.5811916265989847,225.07059,5.549068,230.61966,21281.75221105724,1915.3576989951514,0.0
2025-01-04 17:00:00,0.0,0.0,20.19,0.0,2.51,3.55,138.3,19.79,17,1,4,3.911763161361968,8.91249,4.914574,13.8270645,20910.26954607416,1881.9242591466743,0.0
2025-01-04 18:00:00,0.0,0.0,18.75,0.0,2.36,3.33,149.1,19.75,18,1,4,3.6693440358691136,9.686604,4.8998356,14.586439,19283.2224135493,1735.490017219437,0.0
2025-01-04 19:00:00,0.0,0.0,17.86,0.0,2.37,3.2,166.3,19.55,19,1,4,3.5260963708051545,9.816137,5.6629043,15.479042,18686.381140984577,1681.774302688612,0.0
2025-01-04 20:00:00,0.0,0.0,17.26,0.0,2.72,3.43,183.2,19.05,20,1,4,3.779534547456775,10.134575,5.6629043,15.79748,18000.0,1620.0,0.0
2025-01-04 21:00:00,0.0,0.0,16.92,0.0,3.1,3.81,195.2,18.56,21,1,4,4.198258491489887,9.497993,7.8161817,17.314175,18000.0,1620.0,0.0
2025-01-04 22:00:00,0.0,0.0,16.62,0.0,3.4,4.14,201.9,17.95,22,1,4,4.561887179729168,9.497993,6.2122087,15.710202,18000.0,1620.0,0.0
2025-01-04 23:00:00,0.0,0.0,16.2,0.0,3.55,4.31,201.8,17.49,23,1,4,4.749211049428191,8.412316,5.19745,13.609766,18000.0,1620.0,0.0
2025-01-05 00:00:00,0.0,0.0,15.65,0.0,3.59,4.32,196.1,17.13,0,1,5,4.760230100586958,7.5251026,6.5078278,14.03293,18000.0,1620.0,0.0
2025-01-05 01:00:00,0.0,0.0,14.99,0.0,3.7,4.44,189.5,16.91,1,1,5,4.892458714492152,7.645868,7.7381673,15.384035,18000.0,1620.0,0.0
2025-01-05 02:00:00,0.0,0.0,14.29,0.0,3.91,4.69,184.2,16.81,2,1,5,5.167934993461304,7.7210236,12.691128,20.412151,18000.0,1620.0,0.0
2025-01-05 03:00:00,0.0,0.0,13.41,0.0,4.27,5.16,178.1,16.76,3,1,5,5.685830397923311,8.515532,18.34975,26.865282,18000.0,1620.0,0.0
2025-01-05 04:00:00,0.0,0.0,12.46,0.0,4.82,5.92,175.1,16.7,4,1,5,6.523278285989535,8.957971,48.232315,57.190285,18000.0,1620.0,0.0
2025-01-05 05:00:00,0.0,0.0,11.43,0.0,5.25,6.53,177.0,16.61,5,1,5,7.195440406674268,9.317393,73.677246,82.99464,18000.0,1620.0,0.0
2025-01-05 06:00:00,5.25,5.0,10.46,5.28,5.4,6.78,182.4,16.34,6,1,5,7.47091668564342,17.501211,93.14261,110.64382,18959.049683544778,1706.31447151903,0.0
2025-01-05 07:00:00,133.12,352.07,12.87,133.75,5.39,6.63,190.9,16.98,7,1,5,7.305630918261929,290.59103,80.43517,371.0262,19885.494706901503,1789.6945236211352,0.0
2025-01-05 08:00:00,344.1,620.72,15.66,345.23,5.45,6.01,188.6,18.25,8,1,5,6.62244974641843,761.6494,50.67749,812.3269,21604.192727433387,1944.3773454690047,0.0
2025-01-05 09:00:00,530.58,753.04,18.82,531.65,5.75,6.4,190.3,20.23,9,1,5,7.052192741610309,1179.3927,68.0276,1247.4203,23091.995888150563,2078.2796299335505,0.0
2025-01-05 10:00:00,663.85,793.37,21.61,664.67,4.96,6.03,198.9,21.94,10,1,5,6.644487848735962,1486.1128,54.212257,1540.3251,25072.29703665681,2256.506733299113,0.0
2025-01-05 11:00:00,721.9,756.86,23.22,722.4,3.98,5.55,211.4,22.86,11,1,5,6.115573393115189,1602.9474,27.524948,1630.4723,24202.512678477007,2178.2261410629308,0.0
2025-01-05 12:00:00,714.28,722.26,24.2,714.55,3.95,5.74,230.0,23.31,12,1,5,6.324935365131745,1585.0675,38.085968,1623.1534,24439.261609344405,2199.5335448409965,0.0
2025-01-05 13:00:00,632.28,647.4,24.48,632.55,4.54,6.49,251.2,23.36,13,1,5,7.151364202039203,1394.668,73.33496,1468.0029,24003.2936955986,2160.296432603874,0.0
2025-01-05 14:00:00,482.73,531.87,24.05,482.98,5.38,7.37,270.0,23.05,14,1,5,8.121040704010621,1051.4412,140.9544,1192.3955,22028.331343449154,1982.5498209104237,0.0
2025-01-05 15:00:00,285.42,349.82,22.76,285.62,5.92,7.67,284.6,22.35,15,1,5,8.451612238773604,632.2077,164.64279,796.85046,22747.544102339558,2047.27896921056,0.0
2025-01-05 16:00:00,90.8,77.54,19.34,90.88,5.56,7.62,295.4,20.72,16,1,5,8.396516982979774,200.45926,159.60976,360.06903,21781.405464719017,1960.3264918247114,0.0
2025-01-05 17:00:00,0.0,0.0,15.66,0.0,5.74,7.68,297.0,19.23,17,1,5,8.46263128993237,8.678215,164.45535,173.13358,22497.91021226703,2024.8119191040325,0.0
2025-01-05 18:00:00,0.0,0.0,14.59,0.0,5.71,7.45,295.7,18.32,18,1,5,8.20919311328075,8.412316,143.94688,152.3592,19079.332524941296,1717.1399272447165,0.0
2025-01-05 19:00:00,0.0,0.0,13.69,0.0,5.57,7.18,296.5,17.49,19,1,5,7.911678731994065,8.846933,124.09288,132.93982,18180.36394512048,1636.2327550608431,0.0
2025-01-05 20:00:00,0.0,0.0,12.92,0.0,5.66,7.26,298.5,16.92,20,1,5,7.999831141264194,8.912662,125.651764,134.56442,18000.0,1620.0,0.0
2025-01-05 21:00:00,0.0,0.0,12.31,0.0,5.94,7.61,299.7,16.57,21,1,5,8.385497931821007,8.912662,159.09967,168.01233,18000.0,1620.0,0.0
2025-01-05 22:00:00,0.0,0.0,11.8,0.0,6.24,7.98,303.0,16.37,22,1,5,8.793202824695353,8.912662,200.32805,209.2407,18000.0,1620.0,0.0
2025-01-05 23:00:00,0.0,0.0,11.28,0.0,6.57,8.41,311.1,16.22,23,1,5,9.267022024522296,8.912662,252.49104,261.40372,18000.0,1620.0,0.0
